RandomForest.py: tuned_parameters = [{'n_estimators' : [200, 1000, 3000:100:4000], 'max_depth' : [1, 5, 10, 100, None],
				'bootstrap' : [True, False], 'class_weight' : [None, 'balanced', 'balanced_subsample'] }]
Best parameters set found on development set:
{'n_estimators': 3100, 'bootstrap': True, 'max_depth': None, 'class_weight': 'balanced_subsample'}
0.760 (+/-0.004) for {'n_estimators': 100, 'bootstrap': False, 'max_depth': 100, 'class_weight': 'balanced'}
0.768 (+/-0.011) for {'n_estimators': 200, 'bootstrap': False, 'max_depth': 100, 'class_weight': 'balanced'}
0.771 (+/-0.019) for {'n_estimators': 500, 'bootstrap': False, 'max_depth': 100, 'class_weight': 'balanced'}
0.778 (+/-0.021) for {'n_estimators': 1000, 'bootstrap': False, 'max_depth': 100, 'class_weight': 'balanced'}
0.600 (+/-0.024) for {'n_estimators': 1, 'bootstrap': False, 'max_depth': None, 'class_weight': 'balanced'}
0.708 (+/-0.010) for {'n_estimators': 10, 'bootstrap': False, 'max_depth': None, 'class_weight': 'balanced'}
0.761 (+/-0.004) for {'n_estimators': 100, 'bootstrap': False, 'max_depth': None, 'class_weight': 'balanced'}
0.764 (+/-0.007) for {'n_estimators': 200, 'bootstrap': False, 'max_depth': None, 'class_weight': 'balanced'}
0.771 (+/-0.007) for {'n_estimators': 500, 'bootstrap': False, 'max_depth': None, 'class_weight': 'balanced'}
0.776 (+/-0.014) for {'n_estimators': 1000, 'bootstrap': False, 'max_depth': None, 'class_weight': 'balanced'}
0.517 (+/-0.028) for {'n_estimators': 1, 'bootstrap': False, 'max_depth': 1, 'class_weight': 'balanced_subsample'}
0.614 (+/-0.033) for {'n_estimators': 10, 'bootstrap': False, 'max_depth': 1, 'class_weight': 'balanced_subsample'}
0.694 (+/-0.000) for {'n_estimators': 100, 'bootstrap': False, 'max_depth': 1, 'class_weight': 'balanced_subsample'}
0.696 (+/-0.009) for {'n_estimators': 200, 'bootstrap': False, 'max_depth': 1, 'class_weight': 'balanced_subsample'}
0.701 (+/-0.007) for {'n_estimators': 500, 'bootstrap': False, 'max_depth': 1, 'class_weight': 'balanced_subsample'}
0.698 (+/-0.009) for {'n_estimators': 1000, 'bootstrap': False, 'max_depth': 1, 'class_weight': 'balanced_subsample'}
0.627 (+/-0.064) for {'n_estimators': 1, 'bootstrap': False, 'max_depth': 5, 'class_weight': 'balanced_subsample'}
0.723 (+/-0.020) for {'n_estimators': 10, 'bootstrap': False, 'max_depth': 5, 'class_weight': 'balanced_subsample'}
0.734 (+/-0.023) for {'n_estimators': 100, 'bootstrap': False, 'max_depth': 5, 'class_weight': 'balanced_subsample'}
0.732 (+/-0.021) for {'n_estimators': 200, 'bootstrap': False, 'max_depth': 5, 'class_weight': 'balanced_subsample'}
0.742 (+/-0.013) for {'n_estimators': 500, 'bootstrap': False, 'max_depth': 5, 'class_weight': 'balanced_subsample'}
0.735 (+/-0.019) for {'n_estimators': 1000, 'bootstrap': False, 'max_depth': 5, 'class_weight': 'balanced_subsample'}
0.637 (+/-0.020) for {'n_estimators': 1, 'bootstrap': False, 'max_depth': 10, 'class_weight': 'balanced_subsample'}
0.721 (+/-0.037) for {'n_estimators': 10, 'bootstrap': False, 'max_depth': 10, 'class_weight': 'balanced_subsample'}
0.747 (+/-0.027) for {'n_estimators': 100, 'bootstrap': False, 'max_depth': 10, 'class_weight': 'balanced_subsample'}
0.751 (+/-0.028) for {'n_estimators': 200, 'bootstrap': False, 'max_depth': 10, 'class_weight': 'balanced_subsample'}
0.745 (+/-0.027) for {'n_estimators': 500, 'bootstrap': False, 'max_depth': 10, 'class_weight': 'balanced_subsample'}
0.749 (+/-0.023) for {'n_estimators': 1000, 'bootstrap': False, 'max_depth': 10, 'class_weight': 'balanced_subsample'}
0.607 (+/-0.003) for {'n_estimators': 1, 'bootstrap': False, 'max_depth': 100, 'class_weight': 'balanced_subsample'}
0.713 (+/-0.009) for {'n_estimators': 10, 'bootstrap': False, 'max_depth': 100, 'class_weight': 'balanced_subsample'}
0.750 (+/-0.023) for {'n_estimators': 100, 'bootstrap': False, 'max_depth': 100, 'class_weight': 'balanced_subsample'}
0.768 (+/-0.025) for {'n_estimators': 200, 'bootstrap': False, 'max_depth': 100, 'class_weight': 'balanced_subsample'}
0.770 (+/-0.002) for {'n_estimators': 500, 'bootstrap': False, 'max_depth': 100, 'class_weight': 'balanced_subsample'}
0.776 (+/-0.016) for {'n_estimators': 1000, 'bootstrap': False, 'max_depth': 100, 'class_weight': 'balanced_subsample'}
0.606 (+/-0.022) for {'n_estimators': 1, 'bootstrap': False, 'max_depth': None, 'class_weight': 'balanced_subsample'}
0.711 (+/-0.045) for {'n_estimators': 10, 'bootstrap': False, 'max_depth': None, 'class_weight': 'balanced_subsample'}
0.759 (+/-0.007) for {'n_estimators': 100, 'bootstrap': False, 'max_depth': None, 'class_weight': 'balanced_subsample'}
0.765 (+/-0.020) for {'n_estimators': 200, 'bootstrap': False, 'max_depth': None, 'class_weight': 'balanced_subsample'}
0.768 (+/-0.016) for {'n_estimators': 500, 'bootstrap': False, 'max_depth': None, 'class_weight': 'balanced_subsample'}
0.772 (+/-0.014) for {'n_estimators': 1000, 'bootstrap': False, 'max_depth': None, 'class_weight': 'balanced_subsample'}

tuned_parameters = [{'n_estimators' : [200, 3000, 6000]}]
Best parameters set found on development set:
()
{'n_estimators': 3000}
()
Grid scores on development set:
()
0.775 (+/-0.009) for {'n_estimators': 200}
0.786 (+/-0.003) for {'n_estimators': 3000}
0.781 (+/-0.004) for {'n_estimators': 6000}

tuned_parameters = [{'n_estimators' : np.linspace(3000, 4000, num=11, dtype='int')}]
Best parameters set found on development set:
()
{'n_estimators': 3100}
()
Grid scores on development set:
()
0.782 (+/-0.002) for {'n_estimators': 3000}
0.785 (+/-0.002) for {'n_estimators': 3100}
0.784 (+/-0.001) for {'n_estimators': 3200}
0.784 (+/-0.003) for {'n_estimators': 3300}
0.781 (+/-0.005) for {'n_estimators': 3400}
0.782 (+/-0.002) for {'n_estimators': 3500}
0.782 (+/-0.007) for {'n_estimators': 3600}
0.780 (+/-0.001) for {'n_estimators': 3700}
0.784 (+/-0.008) for {'n_estimators': 3800}
0.783 (+/-0.001) for {'n_estimators': 3900}
0.783 (+/-0.006) for {'n_estimators': 4000}
